,Word,Arousal_mean,Valence_mean,Dominance_mean,Concreteness_mean,Imageability_mean,Size_mean,Gender_mean,Arousal_by_runs,Valence_by_runs,Dominance_by_runs,Concreteness_by_runs,Imageability_by_runs,Size_by_runs,Gender_by_runs
2327,distant,3.25,4.0,4.0,3.75,4.5,4.5,4.75,"[3, 4, 4, 2]","[4, 4, 4, 4]","[4, 4, 4, 4]","[4, 4, 3, 4]","[5, 4, 4, 5]","[5, 5, 4, 4]","[5, 4, 5, 5]"
2328,slug (hit),4.75,2.0,2.5,3.75,3.0,2.25,4.5,"[4, 5, 6, 4]","[2, 2, 2, 2]","[2, 3, 3, 2]","[2, 4, 4, 5]","[3, 4, 2, 3]","[2, 2, 2, 3]","[4, 4, 5, 5]"
2329,hound (persist),5.5,3.0,3.25,4.75,4.0,3.5,5.75,"[5, 6, 6, 5]","[3, 3, 3, 3]","[3, 3, 4, 3]","[5, 5, 4, 5]","[4, 4, 4, 4]","[4, 3, 3, 4]","[6, 5, 6, 6]"
2330,reassuring,3.75,7.0,6.25,4.0,5.0,4.0,3.5,"[4, 3, 3, 5]","[7, 7, 7, 7]","[7, 6, 6, 6]","[4, 5, 3, 4]","[5, 5, 5, 5]","[4, 4, 4, 4]","[3, 4, 5, 2]"
2331,colour,3.75,6.0,5.5,5.0,5.75,3.5,4.0,"[3, 4, 4, 4]","[6, 6, 6, 6]","[6, 6, 5, 5]","[5, 6, 4, 5]","[6, 6, 5, 6]","[4, 3, 3, 4]","[5, 3, 4, 4]"
2332,screw,3.75,3.75,4.25,5.0,4.25,2.75,5.75,"[3, 4, 5, 3]","[4, 4, 4, 3]","[4, 4, 4, 5]","[5, 5, 5, 5]","[5, 4, 4, 4]","[3, 2, 3, 3]","[6, 5, 6, 6]"
2333,vows,3.5,6.5,6.0,3.5,4.25,3.0,3.75,"[3, 5, 3, 3]","[7, 6, 6, 7]","[7, 6, 5, 6]","[3, 4, 3, 4]","[5, 3, 5, 4]","[3, 3, 3, 3]","[4, 2, 4, 5]"
2334,golf,2.75,5.75,5.5,4.5,4.5,3.75,5.5,"[3, 4, 2, 2]","[6, 5, 6, 6]","[6, 5, 5, 6]","[5, 5, 4, 4]","[5, 5, 4, 4]","[4, 4, 3, 4]","[6, 4, 6, 6]"
2335,armadillo,4.0,5.0,3.5,6.0,4.0,3.0,5.5,"[4, 4, 5, 3]","[5, 5, 5, 5]","[4, 3, 4, 3]","[6, 6, 6, 6]","[5, 4, 4, 3]","[3, 3, 3, 3]","[6, 5, 5, 6]"
2336,offence,5.5,2.5,3.0,3.25,4.0,3.25,4.75,"[5, 6, 6, 5]","[2, 3, 2, 3]","[3, 3, 3, 3]","[3, 4, 3, 3]","[4, 4, 4, 4]","[4, 3, 3, 3]","[5, 4, 5, 5]"
2337,friendly,4.5,7.25,6.5,5.0,5.25,3.75,3.75,"[4, 5, 4, 5]","[7, 7, 7, 8]","[7, 7, 6, 6]","[5, 6, 4, 5]","[5, 5, 5, 6]","[4, 4, 3, 4]","[4, 4, 5, 2]"
2338,society,3.25,5.75,5.25,3.5,5.0,4.5,4.5,"[3, 3, 3, 4]","[6, 6, 6, 5]","[7, 5, 4, 5]","[4, 5, 3, 2]","[5, 5, 5, 5]","[5, 4, 5, 4]","[5, 3, 5, 5]"
2339,composer,3.25,6.75,6.25,4.5,5.0,3.75,4.75,"[3, 4, 3, 3]","[7, 7, 6, 7]","[6, 6, 6, 7]","[5, 5, 5, 3]","[5, 5, 5, 5]","[4, 3, 4, 4]","[5, 4, 5, 5]"
2340,pressure,6.25,3.75,4.5,4.75,4.25,4.75,5.5,"[6, 7, 6, 6]","[4, 4, 4, 3]","[4, 6, 4, 4]","[5, 5, 4, 5]","[5, 4, 4, 4]","[5, 5, 4, 5]","[6, 5, 5, 6]"
2341,minute,2.5,5.0,4.25,3.75,4.25,2.0,4.25,"[2, 3, 3, 2]","[5, 5, 5, 5]","[4, 5, 4, 4]","[3, 5, 3, 4]","[5, 4, 4, 4]","[2, 2, 2, 2]","[5, 3, 5, 4]"
2342,mystic,4.5,5.25,5.25,3.5,4.0,3.5,3.75,"[4, 5, 5, 4]","[6, 5, 5, 5]","[6, 5, 5, 5]","[3, 4, 3, 4]","[4, 4, 4, 4]","[3, 3, 4, 4]","[4, 3, 4, 4]"
2343,vary,3.5,5.0,5.0,4.0,4.25,3.75,4.25,"[3, 4, 4, 3]","[5, 5, 5, 5]","[5, 5, 5, 5]","[4, 4, 4, 4]","[5, 4, 4, 4]","[4, 4, 3, 4]","[4, 4, 5, 4]"
2344,break (destroy),6.75,2.0,2.75,3.0,3.5,5.25,5.75,"[7, 7, 7, 6]","[2, 2, 2, 2]","[3, 3, 3, 2]","[2, 3, 3, 4]","[4, 4, 3, 3]","[5, 6, 4, 6]","[6, 5, 6, 6]"
2345,agree,3.5,6.0,5.5,4.0,4.75,3.5,4.75,"[3, 4, 3, 4]","[6, 6, 6, 6]","[6, 6, 5, 5]","[4, 4, 4, 4]","[5, 4, 5, 5]","[3, 4, 3, 4]","[5, 4, 5, 5]"
2346,metric,2.75,5.0,4.75,4.25,4.25,3.25,4.75,"[3, 3, 3, 2]","[5, 5, 5, 5]","[5, 5, 4, 5]","[4, 5, 4, 4]","[5, 4, 4, 4]","[3, 3, 3, 4]","[5, 4, 5, 5]"
2347,banal,2.5,2.75,2.75,2.5,3.5,2.75,4.0,"[2, 2, 4, 2]","[3, 3, 3, 2]","[3, 3, 3, 2]","[2, 4, 2, 2]","[4, 4, 3, 3]","[3, 3, 2, 3]","[4, 3, 4, 5]"
2348,form,3.0,5.0,5.0,4.25,4.25,3.0,4.75,"[3, 3, 3, 3]","[5, 5, 5, 5]","[5, 5, 5, 5]","[4, 5, 4, 4]","[5, 4, 4, 4]","[3, 3, 3, 3]","[5, 4, 5, 5]"
2349,ignore,2.25,2.0,2.75,2.0,3.25,2.75,4.0,"[2, 3, 2, 2]","[2, 2, 2, 2]","[2, 3, 4, 2]","[2, 2, 2, 2]","[4, 4, 3, 2]","[3, 3, 2, 3]","[5, 3, 4, 4]"
2350,edit,2.75,5.0,4.5,3.5,4.25,3.0,4.75,"[3, 3, 3, 2]","[5, 5, 5, 5]","[5, 5, 4, 4]","[4, 4, 3, 3]","[5, 4, 4, 4]","[3, 3, 3, 3]","[5, 4, 5, 5]"
2351,dress (put on clothes),3.25,6.0,5.0,5.25,4.75,3.0,3.75,"[3, 4, 3, 3]","[6, 6, 6, 6]","[5, 5, 5, 5]","[5, 6, 5, 5]","[5, 5, 4, 5]","[3, 3, 3, 3]","[5, 2, 4, 4]"
2352,auditorium,5.0,6.0,5.25,4.5,5.0,5.75,4.75,"[4, 7, 4, 5]","[6, 6, 6, 6]","[6, 5, 5, 5]","[6, 5, 2, 5]","[5, 5, 5, 5]","[6, 5, 6, 6]","[5, 4, 5, 5]"
2353,henchman,5.25,2.75,2.75,3.0,3.5,3.5,6.0,"[5, 7, 6, 3]","[3, 3, 2, 3]","[3, 2, 4, 2]","[2, 4, 4, 2]","[4, 4, 3, 3]","[4, 3, 3, 4]","[6, 6, 6, 6]"
2354,assassin,7.0,2.0,2.25,2.75,3.5,3.75,6.0,"[7, 8, 7, 6]","[2, 2, 2, 2]","[2, 2, 3, 2]","[2, 3, 4, 2]","[4, 4, 3, 3]","[4, 3, 3, 5]","[6, 6, 6, 6]"
2355,coast (glide),4.5,6.25,5.0,5.0,5.25,4.25,4.75,"[4, 5, 5, 4]","[6, 6, 6, 7]","[6, 5, 4, 5]","[6, 4, 5, 5]","[6, 5, 5, 5]","[4, 5, 4, 4]","[5, 4, 5, 5]"
2356,bicycle,4.0,6.75,5.25,6.0,5.0,3.75,4.5,"[4, 4, 4, 4]","[6, 7, 7, 7]","[6, 5, 5, 5]","[6, 6, 6, 6]","[6, 5, 4, 5]","[3, 4, 4, 4]","[5, 4, 4, 5]"
2357,gross,4.25,2.0,3.0,3.25,3.5,4.75,5.0,"[3, 4, 6, 4]","[2, 2, 2, 2]","[3, 3, 3, 3]","[3, 4, 3, 3]","[4, 4, 3, 3]","[5, 5, 4, 5]","[6, 4, 5, 5]"
2358,circus,5.5,6.0,5.5,5.0,5.25,5.0,4.0,"[5, 6, 6, 5]","[6, 6, 6, 6]","[6, 6, 5, 5]","[5, 5, 5, 5]","[5, 6, 5, 5]","[5, 5, 5, 5]","[4, 3, 4, 5]"
2359,paste,2.25,4.0,4.0,4.5,4.0,2.0,3.75,"[2, 2, 2, 3]","[4, 4, 4, 4]","[4, 4, 4, 4]","[4, 5, 5, 4]","[5, 4, 4, 3]","[2, 2, 2, 2]","[4, 3, 4, 4]"
2360,sheer (utter),5.0,4.0,4.0,3.0,3.5,3.5,4.75,"[5, 5, 6, 4]","[4, 5, 3, 4]","[4, 5, 3, 4]","[2, 3, 3, 4]","[4, 4, 3, 3]","[4, 4, 2, 4]","[4, 5, 4, 6]"
2361,momentum,6.25,6.0,6.0,4.25,4.5,4.5,5.75,"[6, 7, 6, 6]","[6, 6, 6, 6]","[7, 6, 5, 6]","[4, 4, 4, 5]","[5, 4, 5, 4]","[4, 5, 4, 5]","[5, 6, 6, 6]"
2362,blimp,4.25,3.5,3.75,4.75,3.25,5.0,5.0,"[4, 5, 5, 3]","[4, 3, 3, 4]","[5, 3, 4, 3]","[4, 5, 5, 5]","[4, 4, 3, 2]","[6, 5, 4, 5]","[6, 3, 5, 6]"
2363,obedience,2.75,4.5,3.25,2.75,3.5,3.25,3.5,"[3, 3, 2, 3]","[5, 5, 4, 4]","[4, 3, 3, 3]","[3, 4, 2, 2]","[4, 3, 4, 3]","[4, 3, 3, 3]","[4, 2, 4, 4]"
2364,burgle,6.5,2.0,2.25,3.0,3.25,2.5,5.75,"[6, 7, 8, 5]","[2, 2, 2, 2]","[2, 2, 3, 2]","[2, 3, 4, 3]","[4, 4, 3, 2]","[3, 2, 2, 3]","[6, 5, 6, 6]"
2365,organ (liver),2.5,4.5,4.5,5.75,4.5,3.75,4.5,"[2, 3, 3, 2]","[5, 5, 4, 4]","[5, 4, 4, 5]","[6, 6, 6, 5]","[5, 4, 5, 4]","[4, 3, 4, 4]","[5, 3, 5, 5]"
2366,plot (conspiracy),6.0,3.0,3.75,3.25,4.0,3.5,4.75,"[6, 6, 7, 5]","[3, 3, 3, 3]","[3, 6, 3, 3]","[3, 3, 3, 4]","[4, 4, 4, 4]","[4, 3, 3, 4]","[5, 4, 5, 5]"
2367,wing (building),3.5,5.25,5.25,4.75,4.5,5.25,4.5,"[3, 4, 4, 3]","[6, 5, 5, 5]","[6, 5, 5, 5]","[5, 5, 4, 5]","[5, 5, 4, 4]","[6, 4, 5, 6]","[5, 3, 5, 5]"
2368,dope (drugs),7.25,2.0,2.0,2.25,2.5,2.0,5.0,"[7, 8, 8, 6]","[2, 2, 2, 2]","[2, 2, 2, 2]","[2, 2, 3, 2]","[3, 3, 2, 2]","[2, 2, 2, 2]","[6, 3, 6, 5]"
2369,shuddering,6.25,2.75,2.75,3.0,3.5,2.75,3.75,"[5, 7, 7, 6]","[3, 3, 3, 2]","[3, 3, 3, 2]","[2, 3, 3, 4]","[4, 3, 4, 3]","[3, 2, 2, 4]","[4, 3, 4, 4]"
2370,baroque,3.75,5.25,4.5,3.75,4.0,5.0,4.25,"[3, 3, 5, 4]","[5, 6, 5, 5]","[5, 4, 4, 5]","[4, 6, 3, 2]","[3, 5, 4, 4]","[5, 5, 5, 5]","[4, 4, 4, 5]"
2371,substance,4.25,5.0,5.25,5.25,4.25,4.0,4.75,"[4, 5, 4, 4]","[5, 5, 5, 5]","[6, 5, 5, 5]","[5, 6, 5, 5]","[5, 4, 4, 4]","[4, 4, 4, 4]","[5, 4, 5, 5]"
2372,perjury,5.5,2.0,2.25,2.25,3.25,2.5,4.75,"[6, 6, 6, 4]","[2, 2, 2, 2]","[2, 2, 3, 2]","[2, 3, 2, 2]","[4, 3, 3, 3]","[3, 2, 2, 3]","[5, 3, 5, 6]"
2373,bought,2.75,5.25,4.75,4.5,4.25,3.25,5.0,"[3, 3, 2, 3]","[6, 5, 5, 5]","[5, 5, 5, 4]","[4, 5, 5, 4]","[5, 4, 4, 4]","[3, 3, 3, 4]","[5, 4, 5, 6]"
2374,fiddle (violin),4.75,6.0,5.0,5.5,5.25,3.0,4.25,"[4, 6, 5, 4]","[6, 6, 6, 6]","[5, 6, 5, 4]","[5, 6, 6, 5]","[6, 5, 5, 5]","[3, 3, 3, 3]","[5, 3, 4, 5]"
2375,fuss,4.5,2.75,3.0,3.0,3.75,2.25,3.5,"[3, 6, 5, 4]","[3, 3, 3, 2]","[3, 3, 4, 2]","[2, 4, 3, 3]","[4, 4, 4, 3]","[3, 2, 2, 2]","[4, 2, 4, 4]"
2376,relaxing,2.0,7.5,6.0,4.0,5.5,3.25,2.75,"[2, 2, 2, 2]","[7, 7, 8, 8]","[6, 6, 6, 6]","[2, 6, 4, 4]","[6, 5, 5, 6]","[4, 3, 3, 3]","[2, 3, 4, 2]"
2377,skilled,3.75,7.0,6.5,5.25,5.0,4.0,5.75,"[3, 4, 4, 4]","[7, 7, 7, 7]","[7, 7, 6, 6]","[5, 6, 5, 5]","[5, 5, 5, 5]","[4, 4, 4, 4]","[6, 5, 6, 6]"
2378,poll,3.0,5.0,4.75,4.0,4.0,3.0,4.5,"[2, 3, 4, 3]","[5, 5, 5, 5]","[5, 5, 5, 4]","[4, 4, 4, 4]","[5, 4, 4, 3]","[3, 3, 3, 3]","[5, 3, 5, 5]"
2379,sack,3.5,3.25,3.25,4.75,3.75,3.0,5.0,"[3, 4, 4, 3]","[3, 4, 3, 3]","[4, 3, 3, 3]","[4, 5, 5, 5]","[4, 4, 4, 3]","[3, 3, 3, 3]","[5, 4, 5, 6]"
2380,adjust,3.5,5.0,5.0,4.25,4.25,3.0,4.5,"[3, 4, 4, 3]","[5, 5, 5, 5]","[6, 5, 4, 5]","[4, 5, 4, 4]","[5, 4, 4, 4]","[3, 3, 3, 3]","[5, 4, 5, 4]"
2381,beautiful,6.0,8.0,7.0,4.0,5.75,5.0,2.5,"[5, 6, 7, 6]","[8, 8, 8, 8]","[7, 8, 7, 6]","[4, 6, 4, 2]","[6, 6, 5, 6]","[5, 5, 5, 5]","[3, 2, 3, 2]"
2382,carbohydrate,3.0,5.0,4.0,4.75,3.25,3.5,4.0,"[2, 3, 4, 3]","[5, 5, 5, 5]","[4, 4, 4, 4]","[5, 5, 5, 4]","[4, 4, 2, 3]","[3, 4, 3, 4]","[4, 3, 4, 5]"
2383,peep,3.25,4.0,2.75,3.5,3.75,2.0,3.0,"[3, 3, 4, 3]","[4, 4, 4, 4]","[2, 2, 4, 3]","[2, 4, 4, 4]","[4, 4, 4, 3]","[2, 2, 2, 2]","[3, 2, 3, 4]"
2384,consent,3.5,6.0,4.75,3.0,4.25,3.0,3.75,"[3, 4, 3, 4]","[6, 6, 6, 6]","[4, 5, 5, 5]","[3, 4, 3, 2]","[5, 4, 4, 4]","[3, 3, 3, 3]","[4, 3, 4, 4]"
2385,mean (stingy),3.75,2.0,2.0,3.25,3.5,2.25,5.0,"[4, 3, 6, 2]","[2, 2, 2, 2]","[2, 2, 2, 2]","[3, 4, 3, 3]","[4, 4, 3, 3]","[3, 2, 2, 2]","[6, 4, 5, 5]"
2386,talented,5.0,7.0,6.5,5.25,5.25,4.5,5.75,"[4, 6, 5, 5]","[7, 7, 7, 7]","[7, 7, 6, 6]","[5, 6, 5, 5]","[5, 5, 5, 6]","[5, 4, 4, 5]","[6, 5, 6, 6]"
2387,wasp,6.5,2.0,3.0,5.75,3.5,1.5,5.25,"[6, 7, 7, 6]","[2, 2, 2, 2]","[3, 3, 3, 3]","[6, 6, 6, 5]","[4, 4, 3, 3]","[1, 2, 1, 2]","[6, 4, 5, 6]"
2388,tone (music),4.75,6.0,5.5,5.25,5.25,3.75,4.75,"[5, 5, 5, 4]","[6, 6, 6, 6]","[6, 6, 5, 5]","[5, 6, 5, 5]","[6, 5, 5, 5]","[4, 3, 4, 4]","[5, 4, 5, 5]"
2389,deck (ship),4.25,5.0,5.5,5.5,5.0,4.75,5.0,"[4, 5, 4, 4]","[5, 5, 5, 5]","[6, 5, 5, 6]","[6, 6, 5, 5]","[6, 5, 4, 5]","[5, 5, 4, 5]","[5, 5, 5, 5]"
2390,brother,3.75,6.5,5.5,5.75,5.0,4.0,6.25,"[3, 5, 3, 4]","[7, 6, 7, 6]","[6, 6, 5, 5]","[6, 6, 5, 6]","[5, 5, 5, 5]","[4, 4, 4, 4]","[7, 6, 6, 6]"
2391,gaze,3.75,5.25,5.0,4.0,5.0,2.75,3.75,"[4, 4, 3, 4]","[5, 6, 5, 5]","[5, 5, 5, 5]","[4, 5, 3, 4]","[5, 5, 5, 5]","[3, 3, 2, 3]","[5, 2, 4, 4]"
2392,sow,3.25,4.5,3.75,5.0,3.75,2.75,3.0,"[3, 4, 4, 2]","[4, 5, 4, 5]","[4, 3, 4, 4]","[5, 5, 5, 5]","[4, 4, 4, 3]","[3, 2, 3, 3]","[3, 2, 3, 4]"
2393,jealous,6.0,2.0,2.75,2.5,3.5,2.5,3.5,"[5, 7, 7, 5]","[2, 2, 2, 2]","[3, 2, 3, 3]","[2, 3, 2, 3]","[4, 4, 3, 3]","[3, 2, 2, 3]","[4, 2, 4, 4]"
2394,picket,3.5,4.0,3.5,4.5,3.75,2.75,4.0,"[3, 4, 4, 3]","[4, 4, 4, 4]","[4, 3, 4, 3]","[4, 5, 4, 5]","[4, 4, 4, 3]","[3, 3, 2, 3]","[4, 3, 4, 5]"
2395,own,3.0,5.5,5.75,3.25,4.5,3.25,5.0,"[3, 3, 3, 3]","[6, 5, 6, 5]","[6, 6, 5, 6]","[4, 4, 3, 2]","[5, 4, 4, 5]","[4, 3, 3, 3]","[5, 4, 5, 6]"
2396,ticklish,6.0,4.25,3.0,3.25,3.75,2.0,3.0,"[5, 6, 7, 6]","[4, 5, 4, 4]","[3, 2, 4, 3]","[2, 3, 4, 4]","[4, 4, 3, 4]","[2, 2, 2, 2]","[3, 2, 3, 4]"
2397,crook (criminal),6.0,2.0,2.25,3.0,3.5,3.25,5.75,"[6, 7, 7, 4]","[2, 2, 2, 2]","[2, 2, 3, 2]","[2, 3, 4, 3]","[4, 4, 3, 3]","[4, 3, 3, 3]","[6, 5, 6, 6]"
2398,log (record),2.75,4.5,4.0,5.0,4.25,2.75,4.75,"[3, 2, 3, 3]","[4, 5, 4, 5]","[4, 4, 4, 4]","[5, 5, 5, 5]","[5, 4, 4, 4]","[4, 2, 2, 3]","[5, 4, 5, 5]"
2399,fluent,4.0,6.5,6.0,4.5,5.0,4.0,4.5,"[4, 4, 4, 4]","[7, 6, 7, 6]","[6, 6, 6, 6]","[4, 5, 5, 4]","[5, 5, 4, 6]","[4, 4, 4, 4]","[5, 4, 5, 4]"
2400,crank (winch),5.0,3.5,4.5,5.25,3.5,3.25,5.25,"[5, 5, 6, 4]","[4, 4, 3, 3]","[6, 4, 4, 4]","[5, 5, 6, 5]","[4, 4, 3, 3]","[3, 3, 3, 4]","[6, 4, 5, 6]"
2401,dire,6.5,2.0,2.5,2.5,3.25,3.75,5.5,"[6, 7, 7, 6]","[2, 2, 2, 2]","[2, 3, 3, 2]","[3, 3, 2, 2]","[4, 3, 3, 3]","[4, 6, 2, 3]","[6, 4, 6, 6]"
2402,enthusiasm,7.0,7.75,6.75,3.5,5.25,4.25,4.0,"[7, 8, 7, 6]","[8, 8, 8, 7]","[8, 7, 6, 6]","[4, 4, 2, 4]","[5, 5, 5, 6]","[4, 4, 4, 5]","[4, 4, 6, 2]"
2403,glacial,2.75,3.0,3.0,4.5,3.5,5.75,4.5,"[2, 2, 5, 2]","[3, 3, 3, 3]","[3, 4, 3, 2]","[6, 4, 3, 5]","[4, 4, 3, 3]","[5, 6, 6, 6]","[4, 4, 5, 5]"
2404,set (group),3.25,5.0,5.25,4.25,4.25,4.0,4.75,"[3, 4, 3, 3]","[5, 5, 5, 5]","[6, 5, 5, 5]","[5, 4, 4, 4]","[5, 4, 4, 4]","[4, 4, 4, 4]","[5, 4, 5, 5]"
2405,fashion,4.25,6.0,5.75,3.5,4.75,3.75,3.75,"[4, 5, 4, 4]","[6, 6, 6, 6]","[6, 6, 5, 6]","[4, 4, 3, 3]","[5, 5, 4, 5]","[4, 4, 3, 4]","[4, 3, 4, 4]"
2406,upset (unbalance),6.0,2.75,3.0,3.0,3.75,3.0,4.0,"[5, 7, 7, 5]","[3, 3, 3, 2]","[3, 3, 3, 3]","[2, 4, 3, 3]","[4, 4, 4, 3]","[3, 3, 3, 3]","[5, 3, 4, 4]"
2407,treaty,3.0,6.0,5.25,3.75,4.25,3.75,4.25,"[3, 3, 3, 3]","[6, 6, 6, 6]","[6, 5, 5, 5]","[3, 5, 3, 4]","[5, 4, 4, 4]","[4, 3, 4, 4]","[4, 3, 5, 5]"
2408,boil,5.75,2.5,3.25,4.5,3.5,2.25,5.25,"[5, 7, 6, 5]","[3, 2, 3, 2]","[3, 4, 3, 3]","[5, 5, 4, 4]","[4, 4, 3, 3]","[2, 2, 2, 3]","[6, 4, 5, 6]"
2409,accelerate,6.75,6.25,6.0,4.5,4.5,4.25,6.0,"[6, 8, 7, 6]","[6, 6, 7, 6]","[7, 5, 6, 6]","[5, 5, 3, 5]","[5, 5, 4, 4]","[4, 4, 4, 5]","[6, 6, 6, 6]"
2410,superb,6.5,8.0,7.5,4.25,5.75,5.0,5.75,"[5, 7, 7, 7]","[8, 8, 8, 8]","[8, 8, 7, 7]","[4, 6, 2, 5]","[6, 6, 5, 6]","[5, 5, 5, 5]","[6, 5, 6, 6]"
2411,expanse,4.25,5.75,5.75,4.25,4.5,6.0,5.0,"[4, 5, 4, 4]","[6, 6, 6, 5]","[6, 6, 5, 6]","[4, 4, 4, 5]","[5, 5, 4, 4]","[6, 6, 6, 6]","[5, 4, 5, 6]"
2412,sweaty,6.0,3.0,3.0,4.25,3.5,2.25,4.25,"[5, 8, 6, 5]","[3, 3, 3, 3]","[3, 3, 3, 3]","[4, 4, 5, 4]","[4, 4, 3, 3]","[3, 2, 2, 2]","[4, 4, 4, 5]"
2413,traction,5.25,5.0,5.25,4.75,4.25,4.0,5.5,"[6, 5, 5, 5]","[5, 5, 5, 5]","[6, 5, 5, 5]","[5, 5, 4, 5]","[5, 4, 4, 4]","[4, 4, 4, 4]","[6, 5, 5, 6]"
2414,theologian,2.5,5.25,4.5,3.75,3.5,3.25,4.25,"[3, 3, 2, 2]","[6, 5, 5, 5]","[5, 4, 5, 4]","[5, 4, 4, 2]","[4, 4, 4, 2]","[3, 2, 4, 4]","[4, 4, 4, 5]"
2415,chemistry (rapport),4.5,5.5,5.0,3.25,4.0,3.5,4.0,"[4, 6, 5, 3]","[6, 5, 6, 5]","[5, 5, 5, 5]","[3, 4, 4, 2]","[5, 4, 3, 4]","[4, 3, 3, 4]","[4, 4, 4, 4]"
2416,progress,5.5,6.5,6.5,4.25,4.75,4.5,5.25,"[5, 6, 6, 5]","[7, 6, 6, 7]","[8, 6, 6, 6]","[4, 5, 4, 4]","[5, 5, 5, 4]","[4, 4, 5, 5]","[5, 5, 5, 6]"
2417,hawk (bird),6.0,6.0,5.5,6.5,5.0,4.25,6.0,"[6, 6, 6, 6]","[6, 6, 6, 6]","[6, 5, 5, 6]","[6, 7, 7, 6]","[5, 5, 6, 4]","[4, 4, 4, 5]","[6, 6, 6, 6]"
2418,reserved,2.75,4.0,3.75,3.5,3.75,2.75,4.5,"[3, 3, 3, 2]","[4, 4, 4, 4]","[4, 4, 4, 3]","[3, 4, 3, 4]","[4, 4, 4, 3]","[3, 3, 2, 3]","[5, 3, 5, 5]"
2419,counter (worktop),2.75,5.0,4.75,5.25,4.25,3.25,5.0,"[3, 2, 3, 3]","[5, 5, 5, 5]","[5, 4, 6, 4]","[5, 5, 5, 6]","[5, 4, 4, 4]","[3, 3, 3, 4]","[6, 4, 5, 5]"
2420,strength,5.5,7.0,7.0,5.5,5.25,5.0,6.25,"[5, 6, 5, 6]","[7, 7, 7, 7]","[8, 7, 6, 7]","[6, 6, 5, 5]","[6, 5, 5, 5]","[5, 5, 5, 5]","[7, 6, 6, 6]"
2421,truck,4.75,5.0,5.5,5.75,4.5,5.5,6.25,"[5, 6, 4, 4]","[5, 5, 5, 5]","[6, 5, 5, 6]","[6, 6, 6, 5]","[5, 5, 4, 4]","[6, 5, 5, 6]","[7, 6, 6, 6]"
2422,lagoon,4.75,6.5,4.0,5.5,5.0,5.0,3.5,"[4, 5, 6, 4]","[7, 7, 6, 6]","[4, 4, 4, 4]","[6, 6, 5, 5]","[5, 5, 5, 5]","[5, 5, 5, 5]","[4, 2, 4, 4]"
2423,saviour,6.0,7.75,7.25,3.0,5.0,4.75,3.5,"[4, 6, 9, 5]","[8, 7, 8, 8]","[8, 7, 7, 7]","[3, 5, 2, 2]","[5, 5, 5, 5]","[5, 4, 5, 5]","[4, 2, 6, 2]"
2424,yoga,3.5,7.0,5.5,3.75,5.0,2.75,3.0,"[4, 3, 4, 3]","[7, 7, 7, 7]","[6, 6, 5, 5]","[4, 5, 4, 2]","[5, 5, 5, 5]","[2, 3, 3, 3]","[2, 2, 4, 4]"
2425,posture,3.0,5.0,4.75,4.75,4.25,3.0,4.5,"[3, 3, 3, 3]","[5, 5, 5, 5]","[5, 5, 5, 4]","[5, 5, 4, 5]","[5, 4, 4, 4]","[3, 3, 3, 3]","[5, 3, 5, 5]"
2426,mask (face),4.25,4.5,4.25,5.25,5.0,3.5,4.0,"[4, 4, 5, 4]","[5, 4, 4, 5]","[5, 4, 4, 4]","[5, 6, 5, 5]","[5, 6, 4, 5]","[4, 3, 3, 4]","[5, 3, 4, 4]"
2427,culture,4.0,6.0,5.5,3.75,4.75,4.0,4.0,"[4, 4, 4, 4]","[6, 6, 6, 6]","[6, 6, 5, 5]","[4, 4, 4, 3]","[5, 5, 4, 5]","[4, 4, 4, 4]","[5, 3, 4, 4]"
2428,champion,6.75,8.0,7.5,5.0,5.0,5.25,6.5,"[6, 7, 8, 6]","[8, 8, 8, 8]","[8, 7, 7, 8]","[5, 6, 5, 4]","[5, 5, 5, 5]","[5, 5, 5, 6]","[7, 6, 7, 6]"
2429,firm,4.0,5.5,6.25,4.75,4.5,4.0,5.75,"[4, 4, 4, 4]","[6, 6, 5, 5]","[7, 7, 6, 5]","[5, 5, 4, 5]","[5, 5, 4, 4]","[4, 4, 4, 4]","[6, 5, 6, 6]"
2430,intimate,5.5,6.25,5.5,3.5,5.0,3.5,3.5,"[5, 6, 6, 5]","[7, 6, 6, 6]","[7, 6, 5, 4]","[4, 4, 2, 4]","[5, 5, 5, 5]","[4, 3, 3, 4]","[4, 2, 4, 4]"
2431,spine,4.5,4.25,4.25,6.0,4.25,3.25,5.0,"[4, 5, 5, 4]","[5, 4, 4, 4]","[5, 4, 4, 4]","[6, 6, 6, 6]","[5, 4, 4, 4]","[3, 3, 3, 4]","[5, 4, 5, 6]"
2432,calf (muscle),3.5,5.25,4.75,6.0,4.25,2.5,5.75,"[3, 5, 4, 2]","[6, 5, 5, 5]","[5, 5, 4, 5]","[6, 6, 6, 6]","[5, 4, 4, 4]","[3, 2, 2, 3]","[6, 5, 6, 6]"
2433,lumber (move slowly),3.25,3.5,3.0,4.25,3.5,3.0,4.25,"[3, 4, 4, 2]","[4, 3, 4, 3]","[3, 3, 3, 3]","[4, 4, 4, 5]","[4, 4, 3, 3]","[2, 3, 3, 4]","[4, 4, 4, 5]"
2434,incest,6.5,1.0,1.25,1.25,1.75,1.25,2.75,"[8, 8, 9, 1]","[1, 1, 1, 1]","[1, 1, 2, 1]","[1, 2, 1, 1]","[3, 2, 1, 1]","[2, 1, 1, 1]","[6, 1, 1, 3]"
