Word,Auditory_mean,Gustatory_mean,Haptic_mean,Interoceptive_mean,Olfactory_mean,Visual_mean,Auditory_by_runs,Gustatory_by_runs,Haptic_by_runs,Interoceptive_by_runs,Olfactory_by_runs,Visual_by_runs,Foot/leg_mean,Hand/arm_mean,Torso_mean,Head_mean,Mouth/throat_mean,Foot/leg_by_runs,Hand/arm_by_runs,Torso_by_runs,Head_by_runs,Mouth/throat_by_runs
legal,0.75,0,0.5,0,0.25,1.75,"[1.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[1.0, 0.0, 5.0, 1.0]",0.25,0.5,0.25,0.5,0.25,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.0]"
legend,1,0,0,0,0,1.5,"[0.0, 2.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 3.0, 0.0]",0.25,0.25,0,0.25,0,"[1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
leggings,0.25,0,5,0,0,4.75,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 4.0]",3.75,2.25,1.25,0,0,"[5.0, 0.0, 5.0, 5.0]","[4.0, 0.0, 4.0, 1.0]","[0.0, 5.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
legion,0.75,0,0,0.25,0,2.75,"[1.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 1.0, 4.0]",0.25,0.25,0.25,0.5,0,"[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
legislation,0.5,0,0.25,0,0,1.5,"[0.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 2.0, 1.0]",0.25,0.75,0,0.75,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
legislator,0,0,0,0,0,4.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 4.0, 3.0]",0.25,1,0,0.75,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
leisure,0.5,0,0,2,0,2,"[1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 2.0, 3.0]",0.5,0.5,0.25,0.75,0,"[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
lemon,0.5,5,1.25,0,4,4.25,"[0.0, 1.0, 0.0, 1.0]","[5.0, 5.0, 5.0, 5.0]","[3.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0]","[5.0, 4.0, 4.0, 4.0]",0,1.75,0,0.25,3.75,"[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[5.0, 0.0, 5.0, 5.0]"
lemonade,0.5,5,0.75,0,3.5,3.25,"[0.0, 0.0, 1.0, 1.0]","[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 4.0, 3.0]","[3.0, 3.0, 4.0, 3.0]",0.25,1.75,0.25,0.25,5,"[1.0, 0.0, 0.0, 0.0]","[2.0, 1.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[5.0, 5.0, 5.0, 5.0]"
lend,0.5,0,0.25,0.25,0,1.5,"[0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 3.0, 3.0]",0,4.5,0,0.25,0,"[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
length,0,0,4,0,0,3,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 4.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 0.0, 4.0]",1.25,0.25,0.25,0,0,"[0.0, 0.0, 0.0, 5.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
leopard,0.75,0,1.5,0,0,4.75,"[0.0, 0.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 5.0, 5.0]",1.25,0.5,0.25,0.5,0,"[1.0, 0.0, 0.0, 4.0]","[1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
leprosy,0.5,0,0.25,2.25,0.25,3.25,"[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 4.0, 4.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[4.0, 2.0, 4.0, 3.0]",1.5,1.5,1.5,1.5,0.25,"[0.0, 1.0, 0.0, 5.0]","[0.0, 1.0, 0.0, 5.0]","[0.0, 1.0, 0.0, 5.0]","[0.0, 1.0, 0.0, 5.0]","[0.0, 1.0, 0.0, 0.0]"
lesbian,0,0,0,0,0,0.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 2.0, 0.0, 0.0]",0.25,0.25,0.25,1.75,0,"[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[5.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
lesson,3.5,0,0,0.5,0,2,"[3.0, 3.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 2.0, 2.0, 3.0]",0.25,1.75,0.25,2.25,0,"[0.0, 0.0, 1.0, 0.0]","[0.0, 4.0, 2.0, 1.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 3.0, 4.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
letter,1,0,2.75,0,0,4.75,"[3.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 1.0, 4.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 4.0]",0,4.5,0,1.25,0,"[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 5.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
lettuce,0.25,3.75,3.75,0,2.25,4.25,"[0.0, 0.0, 0.0, 1.0]","[5.0, 3.0, 3.0, 4.0]","[4.0, 3.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 2.0, 2.0, 2.0]","[5.0, 4.0, 4.0, 4.0]",0.25,4,0,0,1.25,"[0.0, 1.0, 0.0, 0.0]","[5.0, 3.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 5.0]"
liar,0.75,0,0,0.5,0,1.5,"[0.0, 3.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 4.0, 1.0, 1.0]",0.25,0.75,0.5,3.5,1,"[0.0, 0.0, 1.0, 0.0]","[1.0, 0.0, 1.0, 1.0]","[1.0, 0.0, 0.0, 1.0]","[5.0, 0.0, 4.0, 5.0]","[4.0, 0.0, 0.0, 0.0]"
liberty,0.75,0,0,0.25,0,1.75,"[0.0, 0.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 2.0, 2.0]",0.25,0.25,1.5,3,0.25,"[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 5.0]","[5.0, 0.0, 2.0, 5.0]","[0.0, 0.0, 1.0, 0.0]"
librarian,0.75,0,0,0,0,4.75,"[1.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 4.0]",0.25,1.5,0.25,0.5,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 2.0, 4.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
library,1.5,0,0.75,0,0.75,4.5,"[2.0, 1.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 1.0]","[5.0, 4.0, 5.0, 4.0]",0.5,0.5,0,0.25,0,"[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
lice,0,0,2.25,0.25,0.5,3.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 1.0, 1.0]","[4.0, 3.0, 4.0, 4.0]",0.5,3.75,0.25,2.25,0,"[0.0, 2.0, 0.0, 0.0]","[5.0, 4.0, 3.0, 3.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 4.0, 2.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
lid,0.75,0,4.25,0,0,3.75,"[1.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 5.0, 4.0, 3.0]",0,4.25,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
lie,1.75,0,0,1,0,0.5,"[2.0, 0.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0]",0,0.25,0.25,2,0.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 5.0, 3.0]","[0.0, 0.0, 0.0, 3.0]"
life,0,0,0,2.75,0,2.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 5.0, 1.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 2.0, 4.0]",0,0,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
lift,2,0,3.75,0.75,0,3.25,"[1.0, 2.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 5.0, 5.0, 3.0]","[0.0, 2.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 3.0, 3.0]",3,5,1.75,0,0,"[4.0, 1.0, 4.0, 3.0]","[5.0, 5.0, 5.0, 5.0]","[3.0, 1.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
light,0,0,0,0,0,5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]",0.5,0.75,0,1.5,0,"[0.0, 1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
lightbulb,0.25,0,2.75,0,0,4.75,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 3.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 5.0, 5.0]",0.5,4.25,0.25,0.75,0,"[1.0, 0.0, 1.0, 0.0]","[4.0, 5.0, 3.0, 5.0]","[0.0, 0.0, 1.0, 0.0]","[1.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
lighthouse,1.25,0,0.5,0,0.25,5,"[0.0, 3.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]",0,0,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
lighting,0.5,0,0.5,0,0,4.75,"[0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 5.0, 5.0]",0.25,4.25,0,0.25,0,"[1.0, 0.0, 0.0, 0.0]","[3.0, 5.0, 4.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
lightning,3.75,0,0,0,0,4.75,"[4.0, 3.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 5.0, 5.0]",0,0,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
like,0.5,0,0,0,0,0.75,"[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 2.0]",0,0.25,0,0.25,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
lilac,0,0,0.75,0,3.5,4.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 3.0, 4.0]","[5.0, 5.0, 5.0, 4.0]",0,0.25,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
limb,0,0,4,1.5,0,4,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 3.0, 4.0, 4.0]","[0.0, 2.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0]",4.75,4.75,0.5,0.25,0,"[5.0, 4.0, 5.0, 5.0]","[5.0, 4.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
limber,0,0,2.75,1,0,0.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 1.0]",3.75,3.5,0.75,0.25,0,"[0.0, 5.0, 5.0, 5.0]","[0.0, 4.0, 5.0, 5.0]","[0.0, 3.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
lime,0,5,3.25,0,4.25,4,"[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]","[4.0, 5.0, 3.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 4.0, 4.0]","[4.0, 5.0, 3.0, 4.0]",0,1.75,0,0.25,3.5,"[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[4.0, 0.0, 5.0, 5.0]"
limit,0.5,0,0,0.5,0,0.75,"[0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 3.0, 0.0]",0.25,0.25,0,0,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
limited,0.75,0,0,0.5,0,1,"[0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 3.0]",0.25,0.25,0.25,0.25,0.25,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]"
limousine,0.5,0,0.25,0,0,4.5,"[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 5.0, 4.0]",0,0,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
limp,0.75,0,1.75,1.5,0,4,"[2.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 4.0, 0.0, 2.0]","[3.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 5.0, 3.0]",4.75,0.25,0.75,0,0,"[4.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 2.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
line,0.75,0,1.75,0.25,0,4.5,"[0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 1.0, 3.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 3.0]",2.25,2.75,0.25,0.5,0.25,"[0.0, 2.0, 5.0, 2.0]","[0.0, 2.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.0]"
linear,0.25,0,0,0,0,1.25,"[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 3.0, 2.0]",0,0.75,0,0.75,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
link,0.5,0,2.25,0,0,3.25,"[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 0.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 3.0, 2.0]",0.75,4.75,0.25,0.5,0.25,"[2.0, 0.0, 0.0, 1.0]","[4.0, 5.0, 5.0, 5.0]","[1.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]"
lion,3.5,0,0,0,0,4.75,"[3.0, 4.0, 4.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 5.0, 5.0]",0.5,0.25,0.25,0.25,0,"[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
lioness,3.5,0,0,0.5,0.5,4.25,"[3.0, 3.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]","[4.0, 4.0, 5.0, 4.0]",0.75,0.25,0.25,1,0,"[0.0, 0.0, 1.0, 2.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
lip,0.25,1,5,0,0,4.5,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 4.0]","[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 5.0, 4.0]",0.25,1.75,0.25,3.75,3.75,"[0.0, 0.0, 0.0, 1.0]","[1.0, 5.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[5.0, 0.0, 5.0, 5.0]","[5.0, 5.0, 0.0, 5.0]"
lipstick,0,0.75,3.5,0,1,4.5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 2.0]","[4.0, 5.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 0.0, 1.0]","[5.0, 5.0, 4.0, 4.0]",0,4,0,1.25,5,"[0.0, 0.0, 0.0, 0.0]","[5.0, 2.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 5.0]","[5.0, 5.0, 5.0, 5.0]"
liquid,0.939516129,2.5,3.717741936,0.299731183,1.237903226,3.418010753,"[0.795698925, 0.784946237, 0.935483871, 1.241935484]","[2.52688172, 2.612903226, 2.516129032, 2.344086022]","[3.806451613, 3.677419355, 3.849462366, 3.537634409]","[0.247311828, 0.11827957, 0.290322581, 0.543010753]","[1.172043011, 1.182795699, 1.204301075, 1.392473118]","[3.451612903, 3.419354839, 3.559139785, 3.241935484]",0.75,2.75,0.25,0.25,4,"[0.0, 1.0, 2.0, 0.0]","[5.0, 2.0, 3.0, 1.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[5.0, 4.0, 3.0, 4.0]"
liquor,0.25,5,2,0,3.75,3.5,"[0.0, 1.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]","[2.0, 3.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 3.0, 4.0]","[2.0, 4.0, 4.0, 4.0]",0.25,2,0.25,0.25,5,"[1.0, 0.0, 0.0, 0.0]","[2.0, 4.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[5.0, 5.0, 5.0, 5.0]"
list,0.25,0,0.25,0,0,4,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 4.0]",0,4.25,0,0.5,0,"[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
